USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
whoami      5015  0.4  0.8 1468617644 261948 ?   Sl   00:29   0:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=98021439 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10763978782058843773,8924097852420303111,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709004115666625
whoami      5042  0.0  0.4 1460006416 155616 ?   Sl   00:29   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=102272447 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18260458311852552939,17133395895201397194,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709005052708474
whoami      5077  0.7  0.9 1463472572 298136 ?   Sl   00:29   0:09 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=105836919 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2995362754609911859,17345518815105010152,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709005989750323
whoami      5086  0.1  0.6 1460021280 197704 ?   Sl   00:29   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=106011301 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,310681297763400227,2889698211849869402,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709006926792172
whoami      5275  0.0  0.0 454260 21264 ?        Ssl  00:31   0:00 /usr/libexec/bluetooth/obexd
whoami      5415  0.6  1.7 3876616 554136 ?      Sl   00:32   0:07 /home/whoami/Downloads/tsetup.6.1.3/Telegram/Telegram
root        5442  0.0  0.0      0     0 ?        I<   00:32   0:00 [kworker/R-]
whoami      5459  0.0  0.0 398860 13932 ?        Ssl  00:32   0:00 /usr/libexec/glib-pacrunner
root        5649  0.0  0.0      0     0 ?        I<   00:32   0:00 [kworker/u36:9-ttm]
root        5706  0.0  0.0      0     0 ?        I<   00:33   0:00 [kworker/u36:11-ttm]
root        6028  0.0  0.0      0     0 ?        I    00:36   0:00 [kworker/4:0-events]
whoami      6033  1.6  0.5 2220708 170928 ?      Sl   00:36   0:15 /usr/bin/nautilus --gapplication-service
root        6059  0.0  0.0      0     0 ?        I<   00:36   0:00 [kworker/R-]
root        6060  0.0  0.0      0     0 ?        I<   00:36   0:00 [kworker/R-]
root        6061  0.0  0.0      0     0 ?        I<   00:36   0:00 [kworker/R-]
whoami      6067  0.0  0.0 390348  9720 ?        Sl   00:36   0:00 /usr/libexec/gvfsd-recent --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
whoami      6069  0.0  0.0 389884  9312 ?        Sl   00:36   0:00 /usr/libexec/gvfsd-network --spawner :1.21 /org/gtk/gvfs/exec_spaw/2
whoami      6083  0.0  0.0 390912  9348 ?        Sl   00:36   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.21 /org/gtk/gvfs/exec_spaw/3
whoami      6089  0.0  0.0 389272  8904 ?        Sl   00:36   0:00 /usr/libexec/gvfsd-wsdd --spawner :1.21 /org/gtk/gvfs/exec_spaw/4
whoami      6094  0.0  0.0  44740 31432 ?        S    00:36   0:00 python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
whoami      6113  0.0  0.0 389888  9264 ?        Sl   00:36   0:00 /usr/libexec/gvfsd-computer --spawner :1.21 /org/gtk/gvfs/exec_spaw/5
whoami      6577  0.0  0.0 1513812 25904 ?       Sl   00:36   0:00 /usr/bin/snap userd
root        6937  0.0  0.0      0     0 ?        I    00:36   0:00 [kworker/2:1-events]
whoami      6988  0.9  1.5 2522428 483640 ?      Sl   00:37   0:08 /usr/bin/papers /home/whoami/Documents/осст/ОС_Практикум_Мезенцева_2017.pdf
root        7018  0.0  0.0      0     0 ?        I<   00:37   0:00 [kworker/R-]
root        7019  0.0  0.0      0     0 ?        I<   00:37   0:00 [kworker/R-]
root        7020  0.0  0.0      0     0 ?        I<   00:37   0:00 [kworker/R-]
whoami      7096  0.7  0.2 647436 64844 ?        Ssl  00:38   0:05 /usr/libexec/gnome-terminal-server
whoami      7103  0.0  0.0  12280  6344 pts/0    Ss   00:38   0:00 bash
root        7179  0.0  0.0      0     0 ?        I    00:39   0:00 [kworker/6:0-mm_percpu_wq]
root        7180  0.0  0.0      0     0 ?        I    00:39   0:00 [kworker/7:1-events]
root        7320  0.0  0.0      0     0 ?        I    00:40   0:00 [kworker/u34:1-events_unbound]
root        7473  0.0  0.0      0     0 ?        I<   00:41   0:00 [kworker/u36:2-ttm]
root        7474  0.0  0.0      0     0 ?        I<   00:41   0:00 [kworker/u36:8-ttm]
root        7475  0.0  0.0      0     0 ?        I<   00:41   0:00 [kworker/u36:12-i915_flip]
root        7493  0.0  0.0      0     0 ?        I    00:42   0:00 [kworker/2:0-events]
root        7570  0.0  0.0      0     0 ?        I<   00:45   0:00 [kworker/u37:3-ttm]
root        7583  0.0  0.0      0     0 ?        I<   00:46   0:00 [kworker/u37:17-ttm]
root        7590  0.0  0.0      0     0 ?        I    00:47   0:00 [kworker/u32:0]
whoami      7594  0.0  0.2 1459959244 75364 ?    Sl   00:47   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=73 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=1186016631 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11889750471508004404,7609374291840100896,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709054715926471
root        7667  0.0  0.0      0     0 ?        I<   00:49   0:00 [kworker/u36:1-ttm]
root        7668  0.0  0.0      0     0 ?        I<   00:49   0:00 [kworker/u36:3-ttm]
root        7669  0.0  0.0      0     0 ?        I<   00:49   0:00 [kworker/u36:4-ttm]
root        7670  0.0  0.0      0     0 ?        I<   00:49   0:00 [kworker/u36:6-ttm]
root        7671  0.0  0.0      0     0 ?        I<   00:49   0:00 [kworker/u36:7-ttm]
root        7675  0.0  0.0      0     0 ?        I    00:50   0:00 [kworker/6:1-events]
root        7677  0.0  0.0      0     0 ?        I    00:50   0:00 [kworker/3:0]
root        7678  0.0  0.0      0     0 ?        I    00:50   0:00 [kworker/5:0-events]
root        7679  0.0  0.0      0     0 ?        I    00:50   0:00 [kworker/u34:3-kvfree_rcu_reclaim]
root        7680  0.0  0.0      0     0 ?        I    00:50   0:00 [kworker/u34:4]
whoami      7706  500  0.0  12760  4792 pts/0    R+   00:52   0:00 ps aux
root        7708  0.0  0.0      0     0 ?        I<   00:52   0:00 [kworker/u36:10-ttm]
root        7709  0.0  0.0      0     0 ?        I<   00:52   0:00 [kworker/u36:13-ttm]
root        7710  0.0  0.0      0     0 ?        I<   00:52   0:00 [kworker/u36:14-ttm]
root        7711  0.0  0.0      0     0 ?        I<   00:52   0:00 [kworker/u36:15-ttm]
root        7712  0.0  0.0      0     0 ?        I<   00:52   0:00 [kworker/u36:16]
